Exposure	Outcome	ivw_Estimate	ivw_Pvalue	ivw_CILower	Pearson_E	Pearson_P
COL6A3pS162	EWSR1	1.107652941	2.74E-05	0.58998472	0.290577239	0.178598316
COL6A3pS162	GOLGB1	0.959630281	1.96E-05	0.519092416	0.556337164	0.005836067
COL6A3pS162	ITGA6	2.513743374	4.53E-05	1.305742833	0.293295338	0.17438498
COL6A3pS162	ITGB1	0.868193305	5.82E-09	0.57591436	0.620867288	0.001570165
COL6A3pS162	LARS2	1.445807493	1.18E-05	0.799100655	0.614366218	0.001815154
COL6A3pS162	LTBP4	2.194648036	1.12E-05	1.215315457	0.551436099	0.006381151
COL6A3pS162	MPRIP	1.284943437	1.69E-05	0.69959101	0.491096849	0.017330902
COL6A3pS162	RAI14	1.100892561	4.92E-05	0.569327594	0.414905096	0.048996611
COL6A3pS162	RFTN1	1.491268193	1.24E-05	0.82247958	0.564383823	0.005025531
COL6A3pS162	SIAE	2.321121423	1.33E-05	1.276671818	0.353255038	0.098232707
COL6A3pS162	SLC44A1	1.5950619	1.12E-05	0.883401373	0.505819326	0.013800187
COL6A3pS162	SPECC1L	1.769749311	6.69E-06	0.99950624	0.464251632	0.025638583
COL6A3pS162	SYNJ2BP	0.989809809	1.04E-05	0.549715046	0.630363333	0.001263177
COL6A3pS162	SYNPO	1.916574649	2.55E-05	1.024293211	0.273439137	0.206781715
COL6A3pS162	TAX1BP3	1.591925099	5.93E-06	0.902984591	0.517196263	0.011494737
COL6A3pS162	TMEM219	1.854635642	2.90E-06	1.07749664	0.557828021	0.074559884
COL6A3pS162	TMX2	2.317584089	3.25E-05	1.224330346	0.261487842	0.239800496
COL6A3pS162	TXN2	1.573965874	1.97E-05	0.85120536	0.231096676	0.288716884
COL6A3pS162	UBXN4	1.340554091	5.07E-05	0.692220555	0.524168592	0.010245429
COL6A3pS162	UNC93B1	2.131434587	2.06E-05	1.150506821	0.5325625	0.008891972
CREB1pS142	ATF6B	-1.780979122	8.60E-06	-2.565431383	-0.608368962	0.10951343
CREB1pS142	CALML5	-0.041235568	5.40E-06	-0.059004331	-0.621053954	0.100307715
CREB1pS142	CAMK1D	0.424673444	2.57E-05	0.226897476	0.583821681	0.001108068
CREB1pS142	CEP68	0.637533798	5.03E-05	0.329342691	0.663224402	0.026110072
CREB1pS142	COMMD4	0.356878448	2.93E-05	0.189498649	0.430309505	0.022271962
CREB1pS142	EPM2AIP1	0.494921996	1.62E-06	0.292640146	0.68987326	6.85E-05
CREB1pS142	FHIP1B	-0.639798769	2.55E-06	-0.906356244	-0.576207131	0.007835504
CREB1pS142	DENND10	0.437379971	5.92E-11	0.306419462	0.673679692	8.51E-05
CREB1pS142	HSPA1B	0.19338777	1.08E-05	0.107241985	0.526691203	0.003984108
CREB1pS142	ITGA7	0.72114986	4.22E-05	0.37599024	0.629238969	0.003895842
CREB1pS142	KLHL26	-1.370011865	5.51E-13	-1.742327483	-0.746470521	0.013136223
CREB1pS142	MSMO1	0.452909585	1.92E-08	0.294940215	0.659015321	0.000251051
CREB1pS142	PAF1	0.518263647	7.14E-11	0.362416112	0.603351734	0.000676671
CREB1pS142	PF4	-0.862638145	1.03E-05	-1.245980268	-0.385427631	0.126548342
CREB1pS142	PPP2R3A	-0.799281691	2.76E-06	-1.133437172	-0.594045552	0.091653283
CREB1pS142	PPP2R5A	0.428714111	2.15E-05	0.230959675	0.548219666	0.002525363
CREB1pS142	RGS3	-0.599314542	4.06E-07	-0.831183395	-0.677830493	0.003907744
CREB1pS142	VPS36	0.402013865	2.02E-05	0.217150774	0.611493481	0.0005457
CREB1pS142	WDR61	0.224313027	7.59E-09	0.148215562	0.7114768	2.19E-05
CANXpS564	AMMECR1	3.824841355	5.62E-27	3.127807784	0.796641376	0.001115377
CANXpS564	B3GNT6	2.428101672	8.75E-07	1.460422131	0.511665937	0.10765218
CANXpS564	BEND7	-2.518921459	3.65E-06	-3.585078916	-0.386002268	0.344924068
CANXpS564	BBLN	-0.89691491	1.81E-07	-1.233806436	-0.137715142	0.653680042
CANXpS564	CCDC127	0.859886544	1.56E-05	0.469751645	0.141220381	0.236704658
CANXpS564	CD63	0.785970278	3.01E-05	0.416776019	0.258924115	0.024891178
CANXpS564	CDCA8	-2.789003209	1.93E-05	-4.068382698	-0.279081357	0.434877597
CANXpS564	CDK19	2.18164519	6.28E-09	1.445567726	0.249504154	0.434179143
CANXpS564	CDK5RAP3	0.418927732	7.65E-06	0.235433572	0.200630443	0.082248686
CANXpS564	CES3	-1.509966869	4.87E-06	-2.157491622	-0.289522521	0.215663012
CANXpS564	CLCN1	2.533439114	2.56E-05	1.353802294	0.018273678	0.944503628
CANXpS564	CLDN18	-4.953247038	2.98E-10	-6.494283104	-0.393812605	0.23077444
CANXpS564	DCTN3	-0.543151265	4.19E-05	-0.803004744	-0.156821471	0.179067038
CANXpS564	EGFL6	-1.996508235	1.61E-06	-2.81232329	-0.302522467	0.365873677
CANXpS564	ELK3	2.381657673	6.85E-13	1.731741098	0.939489292	5.45E-05
CANXpS564	FABP4	-1.451485518	3.78E-07	-2.011552125	-0.241872703	0.06262055
CANXpS564	FBXO9	-1.509360652	8.81E-15	-1.890812638	-0.636731584	0.065181471
CANXpS564	GAS2	1.825344007	4.12E-10	1.252885159	0.422537226	0.223796076
CANXpS564	GPN3	0.604731223	4.30E-05	0.314989619	0.420485428	0.006901443
CANXpS564	GPR155	-2.759697274	3.05E-11	-3.573757258	-0.607130026	0.082942539
CANXpS564	HES1	-1.195063654	1.04E-05	-1.726454217	-0.220663564	0.468787788
CANXpS564	HTRA4	-1.318454366	6.20E-08	-1.795848734	-0.537443179	0.058200691
CANXpS564	INSR	0.723437969	1.36E-05	0.397537084	0.171413476	0.147048521
CANXpS564	KCNK5	-2.04072741	1.54E-10	-2.665591933	-0.603968983	0.022176063
CANXpS564	FAM234B	-1.192762526	2.55E-05	-1.747951887	-0.529219785	0.035030326
CANXpS564	LMF2	0.539120933	3.39E-06	0.311657566	0.23052825	0.045127519
CANXpS564	LRCH2	1.97099847	3.55E-05	1.036813298	0.182996622	0.637449662
CANXpS564	MED29	-0.66348329	2.88E-05	-0.974368978	-0.33717713	0.015539714
CANXpS564	MEGF9	-1.190921491	4.36E-05	-1.761999379	-0.29130028	0.167260544
CANXpS564	ENSG00000258539	1.622893616	3.42E-06	0.937909631	0.434372506	0.242695531
CANXpS564	MON1B	0.638440382	3.23E-05	0.337392977	0.320087526	0.006504047
CANXpS564	MTFP1	0.724669444	3.74E-05	0.380188108	0.101894543	0.411939357
CANXpS564	PWWP3A	1.187297396	3.48E-05	0.625186114	0.481217444	0.159100406
CANXpS564	OTC	-1.462945419	5.81E-06	-2.095478657	-0.326664273	0.39089696
CANXpS564	PIPOX	2.07192669	3.51E-17	1.590109482	0.903501235	0.002087044
CANXpS564	PKN3	1.856831578	2.52E-05	0.992979144	0.829692167	0.01082568
CANXpS564	POC1A	-4.683612511	2.49E-05	-6.860898998	-0.541403201	0.16579382
CANXpS564	PPM1M	-1.155135723	1.11E-05	-1.670235299	-0.755584587	0.030138482
CANXpS564	PTTG1IP	0.756055092	1.59E-06	0.447276981	0.432194987	0.000186834
CANXpS564	RIPK4	3.10758285	9.04E-08	1.968076168	0.051123282	0.888459646
CANXpS564	SBF1	0.477550486	3.69E-06	0.275324494	0.224097283	0.05164453
CANXpS564	SIX1	1.636029302	3.18E-06	0.947741895	0.470597079	0.144054226
CANXpS564	SLC25A30	0.830137319	4.79E-05	0.429932251	0.297827116	0.167514039
CANXpS564	SLC38A9	0.78767731	1.86E-05	0.427027033	0.277596701	0.111941079
CANXpS564	SLC8A1	-1.188205147	4.11E-06	-1.693860724	-0.414441979	0.035288324
CANXpS564	SPATA13	-1.343575886	7.83E-08	-1.833875582	-0.459544018	0.023872047
CANXpS564	TAF13	-0.671186441	1.74E-05	-0.977406886	-0.393729792	0.095340207
CANXpS564	TGFBR3	-0.995131613	2.02E-06	-1.405604658	-0.721028253	0.043554791
CANXpS564	UFL1	0.347406799	1.10E-05	0.19253764	0.292434776	0.010364154
CANXpS564	USP12	1.449019392	1.57E-05	0.79131043	0.37089937	0.235253241
CANXpS564	UTP23	0.774937754	4.42E-05	0.403052803	0.258525266	0.086395763
CANXpS564	WWTR1	-1.676429825	7.66E-07	-2.341044236	-0.437304324	0.079198325
CANXpS564	ZNF414	0.747628048	2.45E-13	0.547485916	0.557945893	0.150688231
CANXpS564	ZNF8	2.568150723	1.53E-05	1.404253816	-0.264825265	0.491045913
LAD1pS394	ANXA7	0.077393136	3.05E-06	0.044895538	0.182078432	0.63916824
LAD1pS394	CHMP2B	0.241887329	4.71E-05	0.125395393	0.366580257	0.331862508
LAD1pS394	DAXX	-0.216812706	2.58E-05	-0.317806478	-0.506163854	0.16441654
LAD1pS394	PRPF40A	-0.122279637	2.57E-05	-0.179232084	-0.829740212	0.005652793
LAD1pS394	PTK2B	0.206687361	1.64E-06	0.122181313	0.285543543	0.456383931
LAD1pS394	SYNCRIP	-0.08022603	1.63E-05	-0.116705565	-0.610355148	0.080877395
LAD1pS394	TARS3	0.25488801	5.84E-07	0.154899713	0.492602125	0.177902769
LAD1pS394	TMEM30A	0.205781888	8.34E-06	0.115274954	0.303667807	0.426960666
NOS3pS1177	CTHRC1	1.151668282	3.24E-05	0.608544511	0.166334821	0.605389735
NOS3pS1177	SERPINF1	0.735919366	2.80E-05	0.391602947	0.3464148	0.225000845
DEKpS231	HLA-B	0.39411091	5.40E-05	0.202791127	0.564052508	0.113666389
DEKpS231	REXO2	0.674201809	3.19E-05	0.356527234	0.184436588	0.634757484
NASPpS503	COQ9	-0.319432529	4.57E-05	-0.473013527	-0.185848106	0.446197135
NASPpS503	SYNJ1	-0.477393899	2.61E-05	-0.699895302	0.061646744	0.808006311
SERPINH1pS141	ALB	0.084809186	7.54E-06	0.047688928	0.039343122	0.926307733
SERPINH1pS141	ARMCX1	-0.202758769	3.06E-05	-0.298078305	-0.342664284	0.406026869
SERPINH1pS141	CAP2	0.256872054	8.02E-06	0.144106837	0.718221095	0.044778326
SERPINH1pS141	FASN	0.159897079	2.63E-05	0.085341799	0.14840906	0.725791947
SERPINH1pS141	IGKV3-15	0.239307552	1.52E-05	0.130870741	-0.28822766	0.488757895
SERPINH1pS141	RBM26	0.151309025	3.90E-07	0.092860755	0.462804091	0.248189058
SERPINH1pS141	ST6GAL1	0.255586234	2.87E-05	0.135846782	-0.284904338	0.49400772
SERPINH1pS141	TTC5	0.21077872	6.97E-06	0.11886292	0.766710797	0.026446698
SERPINH1pS141	UCHL1	0.256526811	1.34E-05	0.141029716	0.868489957	0.005140044
PITPNM1pS621	AAGAB	-0.889521565	4.60E-06	-1.269994397	-0.774165315	0.005161842
PITPNM1pS621	NAA38	-0.637685405	3.72E-06	-0.907829239	-0.705571815	0.050547904
PITPNM1pS621	YIPF6	0.800184246	1.12E-05	0.443078918	0.19127597	0.432785399
PITPNM1pS621	YLPM1	-1.024341907	2.14E-05	-1.496819926	-0.434224291	0.063221358
EPPK1pS2282	ACTR1A	0.286848479	3.78E-08	0.184642105	0.585762586	0.058284185
EPPK1pS2282	F3	1.374271239	4.27E-06	0.788420238	0.765564553	0.026813345
EPPK1pS2282	WASHC5	0.259812549	3.94E-05	0.135937674	0.453053444	0.161695297
EPPK1pS2282	COPS9	0.655884747	1.80E-05	0.356146369	0.710080963	0.048442827
EPPK1pS2282	SIRT2	0.447924067	1.96E-05	0.242291151	0.651244795	0.029963859
EPPK1pS2282	SKIV2L	0.283931366	3.15E-05	0.150222151	0.841219759	0.001172808
EPPK1pS2282	TRAPPC13	0.576043213	9.38E-06	0.321240166	0.521038356	0.122510739
GTF2IpS210	CRBN	0.337553114	2.30E-05	0.18126357	0.381960687	0.197772402
GTF2IpS210	ESD	0.231982515	1.43E-05	0.127205561	0.397396508	0.074441689
GTF2IpS210	FHIP1B	-0.430149375	4.05E-05	-0.635555798	-0.733812887	0.001844938
GTF2IpS210	HSPA1B	0.165740067	4.73E-08	0.106256914	0.802317677	1.21E-05
GTF2IpS210	TACC2	0.389449943	5.25E-05	0.200718908	0.356178143	0.113022634
GTF2IpS210	WRN	-1.055410794	2.89E-05	-1.550082771	-0.82911997	0.010930174
GTF2IpS210	ZFAND2B	0.483082051	2.07E-09	0.325075532	0.707609966	0.032964612
PLIN5pS277	DNAJC19	0.453605165	4.86E-05	0.234754615	0.185014073	0.386763519
PLIN5pS277	ZBTB38	-0.855235068	1.41E-05	-1.241322094	-0.121174343	0.775012347
AHNAKpS5735	CD81	0.86110837	1.46E-05	0.471687649	0.512914809	0.088141706
AHNAKpS5735	FCGRT	1.159360804	1.43E-06	0.687945005	0.198719366	0.535814979
AHNAKpS3426	ARFGAP1	-0.129053535	3.59E-05	-0.190264855	-0.660392841	0.003908757
AHNAKpS3426	DGKQ	-0.211124597	2.66E-05	-0.309630898	-0.622712561	0.099138119
AHNAKpS3426	LTV1	-0.340120495	6.41E-06	-0.487852394	-0.876605221	0.004273135
AHNAKpT3716	IGHV3-72	1.335530779	8.85E-07	0.803014736	0.628947741	0.094811591
AHNAKpT3716	PDAP1	0.676696385	1.33E-05	0.372124623	0.54008483	0.086336533
AP3D1pS829	ACAD8	1.047581823	6.67E-06	0.591714933	0.435135362	0.062607305
AP3D1pS829	ACBD6	-0.998797876	1.18E-05	-1.445565456	-0.489126302	0.039396774
AP3D1pS829	TRAPPC14	1.312439967	4.64E-06	0.750829849	0.53744046	0.135630684
AP3D1pS829	CCNH	-0.872922896	5.83E-06	-1.250385364	-0.542836658	0.044873646
AP3D1pS829	NDFIP1	-0.853438538	2.19E-07	-1.176219061	-0.629231258	0.015910417
AP3D1pS829	TMUB1	0.810553183	3.51E-05	0.426573798	0.759600967	0.000255255
AP3D1pS829	TPD52L1	1.814061375	1.66E-06	1.072016768	0.55841452	0.047313378
TP53BP1pS635	CD34	1.185306281	6.01E-06	0.672036542	0.677940781	0.010877861
TP53BP1pS635	CREBBP	-1.079540569	5.54E-06	-1.545265453	-0.150085374	0.659598907
DCTN2pT198	ABRACL	0.643014437	7.55E-06	0.361549332	0.238883442	0.568841774
DCTN2pT198	ACO2	-0.288262704	2.14E-05	-0.421211502	-0.25375686	0.544236383
DCTN2pT198	ACTR2	0.326640174	2.45E-05	0.174919023	0.45074409	0.262349854
DCTN2pT198	ADK	0.916857134	1.05E-06	0.548729426	-0.278031461	0.5049333
DCTN2pT198	AGRN	-0.741335232	1.79E-08	-0.999355314	-0.407388005	0.316454704
DCTN2pT198	AHCY	0.544851047	2.19E-05	0.29328444	-0.040195474	0.924714626
DCTN2pT198	AHSA1	0.597318998	1.79E-05	0.324374732	-0.123235689	0.771261904
DCTN2pT198	ALDOC	0.525099344	5.73E-06	0.298205796	0.596257196	0.118734651
DCTN2pT198	APEX1	0.636749111	1.52E-07	0.399055501	-0.090680343	0.83090413
DCTN2pT198	API5	0.498262754	3.50E-05	0.262287253	0.450093224	0.263125286
DCTN2pT198	ARHGDIB	0.626087369	1.38E-05	0.343814731	0.308955414	0.456516547
DCTN2pT198	ATG3	0.621516258	4.30E-05	0.323747109	0.586995115	0.126071482
DCTN2pT198	ATP5PO	-0.365011642	4.51E-05	-0.540376573	-0.227017994	0.588739975
DCTN2pT198	BIN1	0.617050118	2.84E-05	0.328114933	0.365193409	0.373707118
DCTN2pT198	BOD1L1	1.002148509	1.80E-05	0.544076249	-0.16704507	0.692568261
DCTN2pT198	VPS35L	0.505931848	3.18E-05	0.267564742	0.199109265	0.636419761
DCTN2pT198	CASP4	1.30414593	8.34E-06	0.730561229	0.275591569	0.508833871
DCTN2pT198	CDC37	0.630653758	3.32E-07	0.388492704	0.121111483	0.775126776
DCTN2pT198	CLIC1	0.619574681	3.29E-09	0.414333302	0.436987051	0.278981325
DCTN2pT198	COMMD8	0.536363452	1.42E-05	0.294167347	-0.464302005	0.246457812
DCTN2pT198	COPS4	0.360397137	5.10E-05	0.186019911	-0.02479428	0.953529774
DCTN2pT198	CRELD1	-0.848565074	2.02E-09	-1.125952059	-0.169054428	0.689010509
DCTN2pT198	CWF19L1	0.856770378	1.02E-05	0.476211209	0.091988953	0.828491252
DCTN2pT198	GSDME	0.962302029	5.38E-05	0.495255457	0.737938977	0.036613505
DCTN2pT198	DNAJC10	-0.579341456	2.12E-05	-0.846375608	-0.388564502	0.34145295
DCTN2pT198	DNAJC8	0.6734273	4.20E-06	0.386584214	-0.38043589	0.352520612
DCTN2pT198	DNASE2	0.615294723	5.38E-05	0.316666152	0.140961108	0.739178179
DCTN2pT198	DPP9	0.81668208	1.73E-07	0.510377512	0.479219246	0.229552748
DCTN2pT198	DUSP23	1.058998903	3.17E-08	0.683768297	-0.273263689	0.512565971
DCTN2pT198	EFHD2	0.681972053	1.22E-06	0.40646653	0.649984585	0.081029991
DCTN2pT198	EIF4A1	0.461072823	1.10E-05	0.255502691	0.040617079	0.923926695
DCTN2pT198	ENY2	0.629265413	1.64E-05	0.343085534	0.359392926	0.381915296
DCTN2pT198	FABP5	0.861636574	4.87E-05	0.445881943	0.156525798	0.711272562
DCTN2pT198	CIAO2B	0.671066554	2.41E-05	0.359609018	0.36851557	0.369041889
DCTN2pT198	GALM	0.711462899	3.91E-05	0.372406309	-0.021763999	0.959205386
DCTN2pT198	GDI2	0.470304659	2.39E-05	0.252132674	0.124702346	0.7685958
DCTN2pT198	GLO1	0.822993529	1.53E-08	0.537932905	0.097247595	0.818807098
DCTN2pT198	GPHN	0.984566549	5.02E-07	0.600580719	0.134756898	0.750373037
DCTN2pT198	GPX4	0.492518955	2.14E-05	0.265345805	0.213168591	0.612252031
DCTN2pT198	HADHA	-0.345003945	7.39E-06	-0.495873125	-0.047603466	0.910878252
DCTN2pT198	HSP90AB1	0.389641652	2.84E-05	0.207213077	-0.017846928	0.966544116
DCTN2pT198	HSPBP1	0.822974418	5.05E-06	0.469461533	-0.370632611	0.366082722
DCTN2pT198	IPO9	0.935208126	1.66E-05	0.509513087	0.005437833	0.989804264
DCTN2pT198	KHSRP	0.473183337	2.40E-07	0.293630771	0.629023071	0.094759999
DCTN2pT198	KRI1	0.748446033	1.24E-05	0.412822655	0.532127203	0.174607913
DCTN2pT198	LCP1	0.572916118	6.33E-06	0.324211033	0.761406482	0.028169652
DCTN2pT198	MAT2A	0.603139972	3.37E-07	0.371428968	0.014273865	0.973240138
DCTN2pT198	MIF4GD	0.917012829	1.67E-06	0.541800318	0.433870681	0.282818843
DCTN2pT198	MOB1A	0.800609047	4.35E-08	0.514064512	0.078577925	0.85327174
DCTN2pT198	MRI1	0.893953761	1.24E-07	0.562541998	0.253754606	0.544240082
DCTN2pT198	MTHFS	0.898475736	3.50E-05	0.472934042	-0.044008584	0.917590385
DCTN2pT198	NASP	0.794445561	1.54E-05	0.434228369	-0.193491891	0.646156204
DCTN2pT198	NCOR1	1.522098613	3.53E-06	0.878774816	0.240802956	0.565644851
DCTN2pT198	NEDD8	0.757436728	1.09E-05	0.419908481	0.583348629	0.129027895
DCTN2pT198	NIT2	0.606711386	5.84E-06	0.344337885	-0.48595137	0.222124805
DCTN2pT198	NUDC	0.502296642	5.39E-05	0.258504229	0.463495222	0.247389507
DCTN2pT198	NUDCD2	1.089509502	3.36E-06	0.630028698	0.028902286	0.945838385
DCTN2pT198	OGFR	0.788497952	1.12E-06	0.471076676	0.199531011	0.63569057
DCTN2pT198	OTUB1	0.649673572	2.97E-05	0.34472214	0.227351516	0.588177509
DCTN2pT198	PCIF1	0.739461604	9.85E-06	0.411593884	0.121214511	0.774939229
DCTN2pT198	PCNA	0.781258638	1.82E-06	0.460374566	0.104761437	0.805004765
DCTN2pT198	PFN2	0.991262494	5.25E-06	0.564702433	0.581332945	0.130678594
DCTN2pT198	PGAM1	0.441784268	3.73E-05	0.231816227	0.277793321	0.505313504
DCTN2pT198	PGLS	0.622351684	1.64E-05	0.339293162	-0.006944669	0.986979163
DCTN2pT198	PGM1	0.573071843	9.02E-06	0.32006105	0.427760374	0.290417483
DCTN2pT198	PIN4	1.009900225	1.75E-06	0.595857547	-0.343683158	0.404539951
DCTN2pT198	PLS3	0.655358562	1.26E-06	0.390326392	0.06688302	0.874967824
DCTN2pT198	PNPT1	-0.583504194	1.15E-05	-0.844230163	-0.295225408	0.477775437
DCTN2pT198	PODXL	-1.066670624	9.10E-06	-1.537785142	-0.837918049	0.009392889
DCTN2pT198	PPCS	0.888427259	3.23E-06	0.51442475	0.032872255	0.938408909
DCTN2pT198	PPP1CA	0.33124389	2.43E-06	0.193511568	0.095405808	0.822196657
DCTN2pT198	PPP1R2	1.164213392	1.85E-05	0.631308064	-0.75209616	0.031357607
DCTN2pT198	PPP4R2	0.985574318	1.23E-06	0.587318303	-0.33004953	0.424629933
DCTN2pT198	PRKCI	0.784857587	5.00E-05	0.405540501	0.608319256	0.109550411
DCTN2pT198	PRMT1	0.492381112	2.23E-05	0.264792464	0.051682248	0.903268204
DCTN2pT198	PSMD10	0.59503584	2.69E-05	0.317247784	0.709222621	0.048839392
DCTN2pT198	PSMD9	0.520376056	5.26E-05	0.268145131	0.422463906	0.297083258
DCTN2pT198	PSME2	0.569205478	4.63E-05	0.295335071	-0.223992471	0.593850535
DCTN2pT198	PSME3	0.63032211	2.79E-05	0.335451028	-0.304098369	0.463992522
DCTN2pT198	PYCARD	0.80689787	7.75E-10	0.549743276	0.601990567	0.11431695
DCTN2pT198	RABEP2	1.037551025	1.89E-09	0.699001539	0.424074608	0.295048387
DCTN2pT198	RAN	0.499241093	5.29E-05	0.257191542	0.40200276	0.323515407
DCTN2pT198	RANBP3	0.59037933	3.17E-06	0.342059295	0.090109221	0.831957554
DCTN2pT198	RAP1GDS1	0.921308751	1.15E-05	0.509597922	-0.200031591	0.634825412
DCTN2pT198	RASA1	0.871288185	5.79E-06	0.494649005	0.221923234	0.597354207
DCTN2pT198	RAVER1	0.879852551	3.18E-07	0.542531143	0.528550588	0.17807223
DCTN2pT198	RCC2	0.600703828	1.93E-05	0.325178084	0.099615738	0.814452458
DCTN2pT198	RGS10	0.918170142	7.29E-06	0.516921328	0.384559731	0.346885428
DCTN2pT198	RIC8A	0.753409177	1.75E-06	0.444536996	0.304599875	0.463218332
DCTN2pT198	RIN3	1.195408008	2.80E-07	0.739264574	0.06089992	0.886094667
DCTN2pT198	SAE1	0.615395919	7.76E-06	0.345667857	-0.614454292	0.105039607
DCTN2pT198	SART3	0.433126287	1.75E-05	0.235432708	0.248414716	0.553029712
DCTN2pT198	SH2D4A	-1.511829392	3.44E-07	-2.093099965	-0.433904411	0.282777171
DCTN2pT198	SLC9A1	-0.945857067	3.64E-06	-1.346179798	-0.236197757	0.573325181
DCTN2pT198	SUMO1	0.915531935	3.03E-05	0.485318913	0.002517161	0.995280343
DCTN2pT198	ELOB	0.587371472	8.64E-06	0.328591266	-0.316186233	0.445478635
DCTN2pT198	TMSB10	1.311304548	7.83E-08	0.832792709	-0.264524335	0.526668174
DCTN2pT198	TRAFD1	1.327673701	4.35E-07	0.812669768	0.226316159	0.589924169
DCTN2pT198	TWF2	0.437415053	6.11E-07	0.265530392	0.708735967	0.049065098
DCTN2pT198	UBA2	0.569432853	4.20E-06	0.326864441	-0.045417074	0.914960017
DCTN2pT198	UBA3	0.704971226	1.20E-05	0.38931393	-0.555641273	0.152745422
DCTN2pT198	UBE2K	0.927123635	7.44E-06	0.521566151	0.057597338	0.892243598
DCTN2pT198	UBE2L6	0.869904505	8.45E-07	0.523691166	0.719679232	0.04414022
DCTN2pT198	UBE2M	0.617327024	5.15E-05	0.318492275	0.314544868	0.447974475
DCTN2pT198	UBE2O	0.741414526	8.25E-08	0.470383099	0.150490691	0.722061296
DCTN2pT198	UBLCP1	0.75476034	9.88E-06	0.420055806	-0.612555713	0.106423997
DCTN2pT198	VPS13A	-1.150206823	3.47E-05	-1.694738	-0.374596463	0.360571043
DCTN2pT198	YWHAE	0.423398212	2.75E-07	0.261948969	0.0441758	0.917278074
DCTN2pT198	YWHAQ	0.583947069	1.23E-05	0.322160003	0.085682319	0.840130212
SCRIBpS1306	BAD	0.379384674	1.09E-05	0.210322678	0.344103195	0.300109567
SCRIBpS1306	MGME1	0.450251056	5.55E-06	0.255988667	0.731881509	0.039015877
DHX8pS460	HSPA2	0.960127642	3.40E-06	0.555010624	0.721619043	0.012178588
DHX8pS460	RCSD1	0.81055645	8.73E-06	0.453269895	0.766272678	0.02658647
DHX8pS460	SLC17A5	0.868899591	6.75E-06	0.490583764	0.820271244	0.006765011
ESYT2pS693	ELF1	1.84854697	3.28E-08	1.192848862	0.718551408	0.019223991
ESYT2pS693	MEGF9	1.02292262	5.41E-05	0.526325862	0.385818509	0.345173633
ESYT2pS693	PIK3CG	-1.614450628	1.99E-08	-2.178159329	-0.71741743	0.045132394
ESYT2pS693	PLIN2	1.24225774	2.87E-05	0.660278467	0.490142136	0.045787458
RABEP1pS407	CCDC82	-4.186816355	6.42E-06	-6.005505159	-0.545489068	0.128743864
RABEP1pS407	KCTD15	6.527960273	2.36E-09	4.385061152	0.70496473	0.033922764
RABEP1pS407	MFSD3	-6.662121651	6.88E-06	-9.565561761	-0.6987217	0.036255413
RABEP1pS407	MSANTD2	-4.127383737	5.38E-07	-5.741351367	-0.356801803	0.311500268
RABEP1pS407	PDCD2	1.259447175	9.22E-06	0.702835356	0.630764271	0.050538964
RABEP1pS407	SHISA2	5.425012265	1.10E-11	3.859576124	0.796613294	0.010174573
RABEP1pS407	TMEM154	-4.748742202	5.29E-20	-5.76506576	-0.818628626	0.012960416
EMC4pS36	HMGB1	0.093213827	5.11E-06	0.053151065	0.703240329	0.007325335
PDCD5pS119	DHX33	1.631690883	4.97E-08	1.045138924	0.685284735	0.028740174
RPRD2pS593	BANP	-5.669582913	1.60E-08	-7.63600925	-0.569652216	0.140475171
RPRD2pS593	BPHL	1.614421051	1.18E-06	0.963245415	0.517661001	0.001448327
RPRD2pS593	CFLAR	-1.833862305	5.18E-08	-2.493967104	-0.801889243	0.005265601
KLHDC7ApS365	CFLAR	-3.181351576	1.68E-07	-4.373130177	-0.551202616	0.123983698
KLHDC7ApS365	MTERF3	1.67191538	3.05E-06	0.969842719	0.633393544	0.067051746
DENND4CpS1799	TAF10	-1.171588194	2.00E-05	-1.709967294	-0.583935547	0.046203487
LAMTOR1pT48	CA13	1.863429117	1.26E-06	1.109877552	0.552487728	0.040480026
LAMTOR1pT48	CMBL	1.939680566	1.24E-05	1.069968546	0.521994675	0.055535982
LAMTOR1pT48	CRYBG3	-2.453592279	1.38E-10	-3.202878774	-0.508267334	0.076148188
LAMTOR1pT48	DHX57	-1.308616452	8.55E-06	-1.884874115	-0.538008488	0.057885867
LAMTOR1pT48	LARP4	-1.402994981	1.70E-05	-2.042282986	-0.685336852	0.013901654
LAMTOR1pT48	NAV1	-1.876654835	1.33E-06	-2.637423065	-0.307063361	0.35835819
LAMTOR1pT48	POLA2	-1.369030011	5.47E-06	-1.959280003	-0.575611963	0.135427546
SLC9A3R1pS280	GBP3	-3.741460772	3.49E-05	-5.513273105	-0.516338785	0.048778082
SLC9A3R1pS280	KIF3C	-2.464598951	5.99E-07	-3.432345174	-0.595783311	0.053090712
SLC9A3R1pS280	MSMO1	1.499216702	4.21E-05	0.781755911	0.548559613	0.000645044
BRAT1pS742	EHF	1.750400932	6.08E-08	1.117020689	0.692173885	0.008748695
BRAT1pS742	GNL3	-1.226704047	3.69E-05	-1.809409635	-0.428651811	0.010193199
BRAT1pS742	NME6	-1.800416523	1.86E-06	-2.540510372	-0.566171669	0.034803359
BRAT1pS742	PUS7L	3.679242729	1.03E-05	2.044154022	0.639694349	0.046393016
ATF7IPpS559	CCDC92	-3.327802165	3.05E-05	-4.892149667	-0.472137294	0.0128989
